清液池电导率区间,清液池PH区间,清液池浓度区间,清液池温度区间,清液池COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[7.76, 8.365]","[5.705, 5.765]","[0.0119, 0.0121]","[24.55, 24.75]","[23092.5, 23882.5]","[4.29, 4.935]",2.0,1.8786942500999768,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",229,0.07860262008733625,0.08562511588621753
"[8.365, 9.145]","[5.625, 5.705]","[0.0119, 0.0121]","[22.1, 23.35]","[23092.5, 23882.5]","[4.29, 4.935]",1.0,2.32030390564534,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",229,0.07860262008733625,0.08562511588621753
"[7.76, 8.365]","[5.625, 5.705]","[0.0119, 0.0121]","[23.65, 24.55]","[23092.5, 23882.5]","[4.29, 4.935]",3.0,2.1882087837821365,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",229,0.07860262008733625,0.08562511588621753
"[7.76, 8.365]","[5.545, 5.585]","[0.0119, 0.0121]","[24.75, 25.15]","[23092.5, 23882.5]","[4.29, 4.935]",3.0,1.509485025509393,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",229,0.07860262008733625,0.08562511588621753
"[8.365, 9.145]","[5.625, 5.705]","[0.0121, 0.0122]","[22.1, 23.35]","[23092.5, 23882.5]","[4.29, 4.935]",3.0,2.9866520710228914,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",229,0.07860262008733625,0.08562511588621753
"[8.365, 9.145]","[5.625, 5.705]","[0.0121, 0.0122]","[22.1, 23.35]","[23092.5, 23882.5]","[4.935, 5.065]",1.0,1.6427026019844015,19,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",34,0.08823529411764706,0.08746598632218534
"[8.365, 9.145]","[5.705, 5.765]","[0.0121, 0.0122]","[23.65, 24.55]","[23092.5, 23882.5]","[4.935, 5.065]",2.0,1.3311409329699004,15,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",34,0.08823529411764706,0.08746598632218534
"[7.525, 7.76]","[5.545, 5.585]","[0.0122, 0.0125]","[25.15, 29.9]","[23092.5, 23882.5]","[5.065, 6.93]",3.0,1.838577759583108,21,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",45,0.13333333333333333,0.08858488242339434
"[7.76, 8.365]","[5.515, 5.545]","[0.0122, 0.0125]","[25.15, 29.9]","[23092.5, 23882.5]","[5.065, 6.93]",3.0,2.1477419494696375,24,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",45,0.13333333333333333,0.08858488242339434
"[8.365, 9.145]","[5.32, 5.445]","[0.0122, 0.0125]","[24.55, 24.75]","[22972.5, 23092.5]","[5.065, 6.93]",3.0,2.1958749535065367,25,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[7.76, 8.365]","[5.515, 5.545]","[0.0122, 0.0125]","[22.1, 23.35]","[22972.5, 23092.5]","[5.065, 6.93]",1.0,1.4981968217957065,17,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[7.76, 8.365]","[5.445, 5.515]","[0.0122, 0.0125]","[24.75, 25.15]","[22972.5, 23092.5]","[5.065, 6.93]",1.0,2.1199654738514644,24,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.765, 5.95]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[4.935, 5.065]",2.0,1.4235909496548722,16,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.705, 5.765]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[4.935, 5.065]",1.0,1.2615230486501547,14,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[7.76, 8.365]","[5.705, 5.765]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[5.065, 6.93]",2.9999999999999996,4.2869543159679715,47,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.765, 5.95]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[5.065, 6.93]",1.0,1.4746838949086878,16,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[7.76, 8.365]","[5.445, 5.515]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[5.065, 6.93]",0.0,1.1129071371019672,12,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.445, 5.515]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[5.065, 6.93]",2.0,2.2291694857950817,24,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.705, 5.765]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[5.065, 6.93]",2.0,1.3995314740149036,15,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.765, 5.95]","[0.0122, 0.0125]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",1.0,1.4007279882771342,15,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[7.76, 8.365]","[5.625, 5.705]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[5.065, 6.93]",0.0,2.2694177898009,24,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[7.76, 8.365]","[5.545, 5.585]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[5.065, 6.93]",0.0,1.2457114802394889,13,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[8.365, 9.145]","[5.585, 5.625]","[0.0122, 0.0125]","[24.55, 24.75]","[23092.5, 23882.5]","[5.065, 6.93]",4.0,1.3547489072193386,14,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",276,0.07608695652173914,0.09156885406081235
"[9.145, 13.66]","[5.705, 5.765]","[0.0119, 0.0121]","[24.55, 24.75]","[23092.5, 23882.5]","[3.08, 4.29]",3.0,3.964191980647433,44,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0119, 0.0121]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",1.0,2.3472260922352866,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.585, 5.625]","[0.0119, 0.0121]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",7.000000000000001,4.6477681182091,51,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0121, 0.0122]","[25.15, 29.9]","[23092.5, 23882.5]","[3.08, 4.29]",6.0,5.520872593957958,60,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0122, 0.0125]","[24.75, 25.15]","[22972.5, 23092.5]","[3.08, 4.29]",3.0,2.4935788933439405,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[8.365, 9.145]","[5.445, 5.515]","[0.0122, 0.0125]","[22.1, 23.35]","[23882.5, 23985.0]","[3.08, 4.29]",1.0,3.880727883475645,42,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.765, 5.95]","[0.0122, 0.0125]","[24.55, 24.75]","[22972.5, 23092.5]","[3.08, 4.29]",4.0,2.680601701906026,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0121, 0.0122]","[22.1, 23.35]","[23092.5, 23882.5]","[3.08, 4.29]",3.0,2.5140883410809747,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.765, 5.95]","[0.0122, 0.0125]","[23.65, 24.55]","[22972.5, 23092.5]","[3.08, 4.29]",3.0,5.776597214816223,62,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0122, 0.0125]","[25.15, 29.9]","[23092.5, 23882.5]","[3.08, 4.29]",1.0,1.9609926747026574,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0121, 0.0122]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",4.0,2.896905867046512,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.765, 5.95]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",1.0,2.623047891663041,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.32, 5.445]","[0.0125, 0.0126]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",5.0,5.6562962751635935,60,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[8.365, 9.145]","[5.705, 5.765]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",2.0,2.0743377009737785,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0122, 0.0125]","[23.65, 24.55]","[22972.5, 23092.5]","[3.08, 4.29]",4.0,2.074716108420643,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",4.0,2.844439100429276,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0121, 0.0122]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",2.0,2.480376084791008,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.585, 5.625]","[0.0121, 0.0122]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",1.0,2.39250336806063,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0122, 0.0125]","[24.55, 24.75]","[23092.5, 23882.5]","[3.08, 4.29]",5.0,4.321294161044632,45,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[8.365, 9.145]","[5.445, 5.515]","[0.0122, 0.0125]","[23.65, 24.55]","[23882.5, 23985.0]","[3.08, 4.29]",1.0,2.305914165876205,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",6.0,5.484050567865103,57,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.445, 5.515]","[0.0122, 0.0125]","[23.65, 24.55]","[23882.5, 23985.0]","[3.08, 4.29]",7.0,5.1201347626012055,53,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",3.0,2.806189074758282,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0121, 0.0122]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",2.0,2.3231005673906706,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[8.365, 9.145]","[5.515, 5.545]","[0.0122, 0.0125]","[23.65, 24.55]","[23882.5, 23985.0]","[3.08, 4.29]",4.0,2.342593370949395,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[8.365, 9.145]","[5.625, 5.705]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",4.0,4.979403254698368,51,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.545, 5.585]","[0.0122, 0.0125]","[22.1, 23.35]","[23882.5, 23985.0]","[3.08, 4.29]",6.0,3.9182817890028376,40,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.445, 5.515]","[0.0125, 0.0126]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",2.0,1.3730209913539506,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.625, 5.705]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",13.0,10.699648985618035,109,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.445, 5.515]","[0.0122, 0.0125]","[23.35, 23.65]","[23882.5, 23985.0]","[3.08, 4.29]",5.0,5.6561258833758385,57,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.705, 5.765]","[0.0122, 0.0125]","[23.35, 23.65]","[23092.5, 23882.5]","[3.08, 4.29]",3.0,2.1865602635608226,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.545, 5.585]","[0.0121, 0.0122]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",1.0,1.9002136786726018,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.515, 5.545]","[0.0122, 0.0125]","[23.35, 23.65]","[23882.5, 23985.0]","[3.08, 4.29]",4.0,4.836411785620771,48,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[8.365, 9.145]","[5.545, 5.585]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",2.0,2.4204179329578537,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.515, 5.545]","[0.0125, 0.0126]","[23.35, 23.65]","[23092.5, 23882.5]","[3.08, 4.29]",6.0,2.555629763636464,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.545, 5.585]","[0.0121, 0.0122]","[23.35, 23.65]","[23092.5, 23882.5]","[3.08, 4.29]",6.0,2.5658802156537104,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}",1323,0.10204081632653061,0.09570985571093006
"[9.145, 13.66]","[5.32, 5.445]","[0.0122, 0.0125]","[24.75, 25.15]","[23092.5, 23882.5]","[3.08, 4.29]",1.0,4.348477293775215,48,"{'柠檬酸添加比例': 1.45, '置换量': 0.06, '离子液添加量': 0.0, '原液添加比例': 0.91}",428,0.08411214953271028,0.09267199515471657
"[9.145, 13.66]","[5.32, 5.445]","[0.0122, 0.0125]","[23.65, 24.55]","[23092.5, 23882.5]","[3.08, 4.29]",26.0,28.78111582307161,311,"{'柠檬酸添加比例': 1.45, '置换量': 0.06, '离子液添加量': 0.0, '原液添加比例': 0.91}",428,0.08411214953271028,0.09267199515471657
"[9.145, 13.66]","[5.445, 5.515]","[0.0122, 0.0125]","[22.1, 23.35]","[23092.5, 23882.5]","[3.08, 4.29]",3.0,1.2046271923109093,13,"{'柠檬酸添加比例': 1.45, '置换量': 0.06, '离子液添加量': 0.0, '原液添加比例': 0.91}",428,0.08411214953271028,0.09267199515471657
"[9.145, 13.66]","[5.32, 5.445]","[0.0122, 0.0125]","[23.35, 23.65]","[23092.5, 23882.5]","[3.08, 4.29]",6.0,5.329393617060953,56,"{'柠檬酸添加比例': 1.45, '置换量': 0.06, '离子液添加量': 0.0, '原液添加比例': 0.91}",428,0.08411214953271028,0.09267199515471657
"[7.525, 7.76]","[5.765, 5.95]","[0.0122, 0.0125]","[23.65, 24.55]","[24408.75, 24675.0]","[4.29, 4.935]",3.0,5.275988644354057,58,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.765, 5.95]","[0.0125, 0.0126]","[25.15, 29.9]","[23882.5, 23985.0]","[5.065, 6.93]",0.0,0.5460388526287877,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.765, 5.95]","[0.0121, 0.0122]","[25.15, 29.9]","[24408.75, 24675.0]","[4.29, 4.935]",2.0,2.760917577237338,30,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.625, 5.705]","[0.0126, 0.0128]","[22.1, 23.35]","[23882.5, 23985.0]","[5.065, 6.93]",0.0,2.006894321999791,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.525, 7.76]","[5.765, 5.95]","[0.0122, 0.0125]","[24.75, 25.15]","[23985.0, 24066.25]","[5.065, 6.93]",2.0,2.5842486472092845,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.765, 5.95]","[0.0125, 0.0126]","[23.65, 24.55]","[23882.5, 23985.0]","[5.065, 6.93]",1.0,0.38315115672043965,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.765, 5.95]","[0.0126, 0.0128]","[24.55, 24.75]","[23882.5, 23985.0]","[5.065, 6.93]",1.0,0.5758821435391583,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[6.995, 7.525]","[5.765, 5.95]","[0.0121, 0.0122]","[23.65, 24.55]","[24408.75, 24675.0]","[4.29, 4.935]",6.0,4.840594982494495,50,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
"[7.525, 7.76]","[5.765, 5.95]","[0.0122, 0.0125]","[23.65, 24.55]","[24186.25, 24408.75]","[4.29, 4.935]",3.0,2.5233735735419387,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1700,0.11823529411764706,0.10549838586667971
